-up	558464687	70
-down	558464781	70
-up	558468462	77
-down	558468540	77
-up	558489663	65
-down	558489756	65
-up	558705568	161
-up	558705740	73
-up	558705833	32
-down	558705865	161
-down	558705896	73
-down	558705958	32
-up	558706130	67
-down	558706239	67
-up	558706395	65
-up	558706535	78
-down	558706535	65
-down	558706629	78
-up	558707050	222
-down	558707128	222
-up	558707206	84
-up	558707331	32
-down	558707347	84
-down	558707456	32
-up	558707534	83
-down	558707659	83
-up	558707737	69
-down	558707799	69
-up	558707877	69
-down	558707955	69
-up	558707986	77
-up	558708080	32
-down	558708080	77
-down	558708189	32
-up	558708329	84
-down	558708407	84
-up	558708423	79
-down	558708517	79
-up	558708532	32
-down	558708657	32
-up	558711980	8
-up	558712479	8
-up	558712510	8
-up	558712541	8
-up	558712573	8
-up	558712604	8
-down	558712635	8
-up	558712822	8
-down	558712885	8
-up	558712994	8
-down	558713056	8
-up	558713384	68
-down	558713477	68
-up	558713509	79
-down	558713618	79
-up	558713649	87
-down	558713743	87
-up	558713805	78
-down	558713899	78
-up	558714055	76
-down	558714133	76
-up	558714242	79
-down	558714320	79
-up	558714320	65
-down	558714429	65
-up	558714554	68
-up	558714679	32
-down	558714694	68
-down	558714803	32
-up	558715069	73
-down	558715162	73
-up	558715162	84
-down	558715225	84
-up	558715459	13
-down	558715584	13
-up	558738609	84
-down	558738687	84
-up	558739124	82
-down	558739264	82
-up	558739436	69
-down	558739545	69
-up	558864908	13
-down	558865048	13
-up	558867138	13
-down	558867279	13
-up	559021314	161
-up	559021517	72
-down	559021579	72
-up	559021907	67
-down	559022001	67
-up	559022188	73
-down	559022281	73
-down	559022437	161
-up	559022983	13
-down	559023061	13
-up	559024481	13
-down	559024575	13
-up	559091452	40
-down	559091593	40
-up	559091718	40
-down	559091842	40
-up	559092310	40
-down	559092451	40
-up	559106522	40
-up	559107021	40
-up	559107052	40
-up	559107084	40
-up	559107115	40
-up	559107146	40
-up	559107177	40
-up	559107224	40
-up	559107255	40
-up	559107286	40
-up	559107318	40
-up	559107349	40
-up	559107380	40
-up	559107411	40
-up	559107442	40
-up	559107489	40
-down	559107489	40
-up	559911035	13
-down	559911175	13
-up	560179497	161
-up	560179715	222
-down	560179824	222
-down	560179887	161
-up	560180199	162
-up	560180355	86
-down	560180495	86
-down	560180589	162
-up	560180714	161
-up	560180932	222
-down	560181026	222
-down	560181135	161
-up	560197047	161
-up	560197546	161
-up	560197577	161
-up	560197609	161
-up	560197655	161
-up	560197687	161
-up	560197718	161
-up	560197749	161
-up	560197780	161
-up	560197811	161
-up	560197843	85
-down	560197999	161
-down	560198014	85
-up	560198217	83
-down	560198326	83
-up	560198342	73
-up	560198435	78
-down	560198482	73
-down	560198607	78
-up	560198607	71
-up	560198685	32
-down	560198716	71
-down	560198810	32
-up	560199481	161
-up	560199590	68
-down	560199668	161
-down	560199668	68
-up	560199824	69
-down	560199902	69
-up	560200011	80
-down	560200089	80
-up	560201009	8
-down	560201072	8
-up	560201165	8
-down	560201243	8
-up	560201321	8
-down	560201431	8
-up	560201540	8
-down	560201649	8
-up	560201743	8
-down	560201821	8
-up	560201914	8
-down	560202008	8
-up	560202133	8
-down	560202179	8
-up	560202601	69
-down	560202694	69
-up	560202819	83
-up	560202897	32
-down	560202928	83
-down	560202991	32
-up	560203459	68
-down	560203537	68
-up	560203693	69
-down	560203771	69
-up	560203895	80
-down	560203989	80
-up	560204145	84
-down	560204223	84
-up	560204239	72
-down	560204317	72
-up	560204379	32
-down	560204473	32
-up	560204644	67
-down	560204738	67
-up	560204909	65
-down	560205003	65
-up	560205565	77
-down	560205658	77
-up	560205721	69
-up	560205877	82
-down	560205908	69
-down	560206001	82
-up	560206235	65
-up	560206313	32
-down	560206360	65
-down	560206423	32
-up	560206922	8
-down	560206984	8
-up	560207889	190
-down	560207983	190
-up	560208076	32
-down	560208185	32
-up	560208669	8
-down	560208763	8
-up	560266951	161
-up	560267169	13
-down	560267263	13
-down	560267325	161
-up	560267559	161
-up	560267903	73
-down	560267981	161
-up	560268027	32
-down	560268027	73
-down	560268137	32
-up	560268199	79
-down	560268277	79
-up	560268386	78
-down	560268480	78
-up	560268605	76
-down	560268714	76
-up	560268714	84
-up	560268792	32
-down	560268823	84
-down	560268932	32
-up	560269400	8
-down	560269463	8
-up	560269541	8
-down	560269650	8
-up	560270009	89
-up	560270071	32
-down	560270102	89
-down	560270211	32
-up	560270367	82
-up	560270461	69
-down	560270492	82
-down	560270570	69
-up	560270711	65
-up	560270835	68
-down	560270867	65
-down	560270945	68
-up	560271069	32
-down	560271179	32
-up	560271319	80
-down	560271397	80
-up	560271428	65
-down	560271537	65
-up	560271693	82
-down	560271756	82
-up	560271912	84
-up	560272005	32
-down	560272021	84
-down	560272115	32
-up	560273082	79
-down	560273175	79
-up	560273331	70
-down	560273425	70
-up	560273456	32
-down	560273550	32
-up	560273690	84
-down	560273784	84
-up	560274720	72
-down	560274813	72
-up	560274845	69
-up	560274907	32
-down	560274938	69
-down	560275032	32
-up	560275531	80
-down	560275625	80
-up	560275625	65
-down	560275718	65
-up	560275734	80
-down	560275843	80
-up	560275874	69
-up	560276015	82
-down	560276062	69
-down	560276124	82
-up	560276514	190
-down	560276576	190
-up	560276592	32
-down	560276701	32
-up	560276935	161
-up	560277029	70
-down	560277122	161
-down	560277122	70
-up	560277263	82
-down	560277341	82
-up	560277419	79
-up	560277497	77
-down	560277544	79
-down	560277606	77
-up	560277637	32
-down	560277715	32
-up	560277949	87
-down	560278043	87
-up	560278090	72
-down	560278168	72
-up	560278199	65
-down	560278308	65
-up	560278495	84
-up	560278604	32
-down	560278620	84
-down	560278714	32
-up	560278823	161
-up	560279041	73
-down	560279150	161
-up	560279150	32
-down	560279150	73
-down	560279244	32
-up	560279369	85
-up	560279431	78
-down	560279478	85
-up	560279509	68
-down	560279540	78
-up	560279603	69
-down	560279618	68
-up	560279759	82
-down	560279790	69
-down	560279868	82
-up	560280102	83
-down	560280211	83
-up	560280445	84
-down	560280539	84
-up	560280586	79
-down	560280664	79
-up	560280742	79
-down	560280835	79
-up	560280835	68
-up	560280929	32
-down	560280944	68
-down	560281038	32
-up	560282333	8
-down	560282411	8
-up	560282551	188
-down	560282629	188
-up	560282660	32
-down	560282754	32
-up	560283612	84
-down	560283690	84
-up	560283737	72
-down	560283815	72
-up	560283862	69
-down	560283940	69
-up	560283986	89
-down	560284080	89
-up	560285702	32
-down	560285812	32
-up	560287075	70
-down	560287184	70
-up	560287216	79
-down	560287325	79
-up	560287325	82
-down	560287403	82
-up	560287465	77
-down	560287559	77
-up	560287621	32
-down	560287746	32
-up	560287980	65
-up	560288058	32
-down	560288120	65
-down	560288183	32
-up	560288245	77
-down	560288339	77
-up	560288464	79
-down	560288557	79
-up	560288573	68
-up	560288666	69
-down	560288682	68
-up	560288776	76
-down	560288776	69
-down	560288854	76
-up	560288963	32
-down	560289072	32
-up	560289556	70
-down	560289618	70
-up	560289712	79
-down	560289836	79
-up	560289836	82
-up	560289914	32
-down	560289961	82
-down	560290024	32
-up	560290117	84
-down	560290211	84
-up	560290273	72
-down	560290351	72
-up	560290382	69
-up	560290523	32
-down	560290523	69
-down	560290570	32
-up	560291038	72
-up	560291116	65
-down	560291131	72
-down	560291225	65
-up	560291318	78
-down	560291428	78
-up	560291443	68
-down	560291490	68
-up	560292192	37
-up	560292691	37
-up	560292722	37
-up	560292754	37
-up	560292800	37
-up	560292832	37
-up	560292863	37
-up	560292894	37
-up	560292925	37
-up	560292956	37
-up	560292988	37
-up	560293019	37
-up	560293050	37
-up	560293081	37
-up	560293128	37
-up	560293159	37
-up	560293190	37
-up	560293222	37
-up	560293253	37
-up	560293284	37
-up	560293315	37
-down	560293346	37
-up	560293549	39
-down	560293674	39
-up	560293752	39
-down	560293877	39
-up	560294236	32
-down	560294329	32
-up	560294548	37
-down	560294594	37
-up	560294953	83
-down	560295047	83
-up	560295515	80
-down	560295577	80
-up	560295967	72
-down	560296061	72
-up	560296061	69
-up	560296186	82
-down	560296186	69
-up	560296279	69
-down	560296310	82
-down	560296404	69
-up	560296888	83
-down	560296981	83
-up	560297668	189
-down	560297730	189
-up	560298260	66
-down	560298354	66
-up	560298541	65
-down	560298635	65
-up	560298775	83
-up	560298947	69
-down	560298947	83
-up	560299040	68
-down	560299072	69
-down	560299165	68
-up	560299446	39
-up	560299945	39
-up	560299976	39
-up	560300008	39
-up	560300039	39
-up	560300086	39
-up	560300117	39
-up	560300148	39
-up	560300179	39
-up	560300210	39
-up	560300242	39
-up	560300273	39
-up	560300304	39
-up	560300335	39
-up	560300382	39
-up	560300413	39
-up	560300444	39
-up	560300476	39
-up	560300507	39
-up	560300538	39
-down	560300554	39
-up	560301817	190
-down	560301880	190
-up	560301926	32
-down	560302004	32
-up	560312971	8
-down	560313049	8
-up	560313159	8
-down	560313237	8
-up	560313330	32
-down	560313439	32
-up	560313642	65
-down	560313751	65
-up	560313892	78
-down	560313970	78
-up	560314017	68
-up	560314110	32
-down	560314141	68
-down	560314204	32
-up	560314391	84
-down	560314469	84
-up	560314516	72
-down	560314578	72
-up	560314625	69
-down	560314719	69
-up	560314797	89
-down	560314859	89
-up	560314953	32
-down	560315046	32
-up	560316232	67
-down	560316310	67
-up	560316466	65
-down	560316575	65
-up	560316793	80
-down	560316856	80
-up	560317121	84
-down	560317199	84
-up	560317339	85
-down	560317402	85
-up	560317433	82
-up	560317495	69
-down	560317527	82
-down	560317620	69
-up	560318057	32
-down	560318166	32
-up	560323143	8
-up	560323642	8
-up	560323673	8
-up	560323704	8
-up	560323735	8
-up	560323767	8
-up	560323798	8
-up	560323829	8
-up	560323876	8
-up	560323907	8
-down	560323923	8
-up	560324125	8
-down	560324188	8
-up	560324297	8
-down	560324375	8
-up	560324484	8
-down	560324578	8
-up	560325093	70
-down	560325171	70
-up	560325311	82
-down	560325405	82
-up	560325467	79
-up	560325514	77
-down	560325592	79
-up	560325670	32
-down	560325670	77
-down	560325763	32
-up	560325888	84
-down	560325966	84
-up	560326029	72
-down	560326122	72
-up	560326169	69
-up	560326278	32
-down	560326294	69
-down	560326372	32
-up	560326762	80
-down	560326840	80
-up	560326965	72
-down	560327043	72
-up	560327136	79
-down	560327214	79
-up	560327245	84
-down	560327339	84
-up	560327370	79
-down	560327448	79
-up	560327526	32
-down	560327620	32
-up	560328275	79
-down	560328353	79
-up	560328447	70
-up	560328556	32
-down	560328556	70
-down	560328618	32
-up	560328712	84
-down	560328805	84
-up	560328821	72
-down	560328915	72
-up	560329273	69
-up	560329414	32
-down	560329414	69
-down	560329523	32
-up	560329773	72
-up	560329835	65
-down	560329866	72
-down	560329929	65
-up	560330022	78
-down	560330147	78
-up	560330147	68
-down	560330241	68
-up	560331286	32
-down	560331379	32
-up	560335186	8
-up	560335685	8
-up	560335716	8
-up	560335747	8
-up	560335779	8
-up	560335810	8
-up	560335857	8
-up	560335888	8
-up	560335919	8
-up	560335950	8
-up	560335981	8
-up	560336013	8
-up	560336044	8
-up	560336075	8
-up	560336106	8
-up	560336153	8
-up	560336184	8
-up	560336215	8
-up	560336247	8
-up	560336278	8
-up	560336309	8
-up	560336340	8
-up	560336371	8
-up	560336403	8
-up	560336449	8
-up	560336481	8
-down	560336496	8
-up	560336855	8
-down	560336933	8
-up	560337339	67
-down	560337432	67
-up	560337619	65
-down	560337744	65
-up	560337900	80
-down	560337963	80
-up	560338462	84
-down	560338556	84
-up	560338649	85
-down	560338712	85
-up	560339039	82
-down	560339148	82
-up	560339336	69
-down	560339429	69
-up	560340599	8
-down	560340646	8
-up	560340802	8
-down	560340864	8
-up	560341098	8
-down	560341442	8
-up	560341582	8
-down	560341660	8
-up	560341754	8
-down	560341832	8
-up	560341910	8
-down	560341988	8
-up	560342097	8
-down	560342175	8
-up	560342643	84
-down	560342752	84
-up	560342955	65
-down	560343048	65
-up	560343095	75
-down	560343142	75
-up	560343236	69
-up	560343345	32
-down	560343345	69
-down	560343470	32
-up	560343704	65
-up	560343797	32
-down	560343844	65
-down	560343922	32
-up	560344452	83
-down	560344546	83
-up	560344640	72
-down	560344733	72
-up	560344952	79
-down	560345030	79
-up	560345170	84
-up	560345279	32
-down	560345279	84
-down	560345357	32
-up	560345888	79
-down	560345966	79
-up	560346028	70
-up	560346106	32
-down	560346137	70
-down	560346200	32
-up	560346278	84
-down	560346356	84
-up	560346402	72
-down	560346496	72
-up	560346527	69
-up	560346605	32
-down	560346636	69
-down	560346714	32
-up	560346870	72
-up	560346948	65
-down	560346964	72
-down	560347058	65
-up	560347089	78
-down	560347229	78
-up	560347245	68
-down	560347338	68
-up	560347994	32
-down	560348072	32
-up	560348321	8
-down	560348368	8
-up	560348664	32
-down	560348742	32
-up	560348992	8
-down	560349054	8
-up	560349226	190
-down	560349335	190
-up	560349398	32
-down	560349491	32
-up	560349678	161
-up	560349803	70
-down	560349881	70
-down	560349928	161
-up	560350068	82
-down	560350131	82
-up	560350209	79
-up	560350287	77
-down	560350318	79
-up	560350365	32
-down	560350396	77
-down	560350458	32
-up	560350552	84
-down	560350646	84
-up	560350661	72
-down	560350755	72
-up	560350802	69
-up	560350911	32
-down	560350926	69
-down	560351004	32
-up	560351036	77
-down	560351129	77
-up	560351254	79
-down	560351348	79
-up	560351348	68
-up	560351410	69
-down	560351457	68
-down	560351504	69
-up	560351582	76
-down	560351660	76
-up	560351769	32
-down	560351847	32
-up	560352736	65
-down	560352845	65
-up	560352923	78
-down	560353001	78
-up	560353048	68
-up	560353157	32
-down	560353188	68
-down	560353235	32
-up	560354249	84
-down	560354358	84
-up	560354499	72
-down	560354608	72
-up	560354624	69
-up	560354717	32
-down	560354733	69
-down	560354811	32
-up	560356589	72
-down	560356683	72
-up	560356698	65
-down	560356776	65
-up	560358056	8
-down	560358165	8
-up	560358274	8
-down	560358352	8
-up	560358430	8
-down	560358539	8
-up	560359101	8
-down	560359179	8
-up	560359288	8
-down	560359382	8
-up	560359522	8
-down	560359600	8
-up	560360255	84
-down	560360333	84
-up	560360474	72
-down	560360552	72
-up	560360583	69
-up	560360692	32
-down	560360723	69
-down	560360786	32
-up	560360910	68
-up	560360957	69
-down	560361004	68
-down	560361113	69
-up	560361628	80
-down	560361706	80
-up	560361862	84
-down	560361971	84
-up	560361987	72
-down	560362065	72
-up	560362127	32
-down	560362236	32
-up	560362720	67
-down	560362798	67
-up	560362970	65
-down	560363063	65
-up	560363094	77
-down	560363188	77
-up	560363219	69
-down	560363360	69
-up	560363484	82
-down	560363562	82
-up	560363734	65
-up	560363859	32
-down	560363859	65
-down	560363937	32
-up	560364124	73
-up	560364218	78
-down	560364280	73
-down	560364342	78
-up	560364701	80
-down	560364779	80
-up	560365232	84
-down	560365310	84
-up	560365356	85
-down	560365403	85
-up	560365637	8
-down	560365700	8
-up	560365824	8
-down	560365918	8
-up	560366105	85
-up	560366183	84
-down	560366199	85
-down	560366261	84
-up	560367400	188
-down	560367478	188
-up	560367509	32
-down	560367618	32
-up	560367728	84
-up	560367821	72
-down	560367837	84
-down	560367915	72
-up	560367962	69
-down	560368071	69
-up	560368898	89
-down	560368991	89
-up	560369038	32
-down	560369147	32
-up	560369319	70
-down	560369413	70
-up	560369491	79
-down	560369584	79
-up	560369647	82
-down	560369725	82
-up	560369787	77
-down	560369881	77
-up	560369943	32
-down	560370052	32
-up	560370286	65
-down	560370395	65
-up	560370427	78
-down	560370536	78
-up	560370645	68
-up	560370785	32
-down	560370785	68
-down	560370879	32
-up	560371737	79
-up	560371799	80
-down	560371862	79
-down	560371940	80
-up	560373515	8
-down	560373547	8
-up	560373656	8
-down	560373734	8
-up	560373827	8
-down	560373905	8
-up	560374186	8
-down	560374264	8
-up	560374342	8
-down	560374420	8
-up	560374529	8
-down	560374623	8
-up	560374779	65
-up	560374857	32
-down	560374904	65
-down	560374966	32
-up	560375138	67
-down	560375216	67
-up	560375356	79
-down	560375419	79
-up	560375481	83
-down	560375575	83
-up	560375777	84
-up	560375871	32
-down	560375871	84
-down	560375949	32
-up	560376542	70
-down	560376651	70
-up	560376729	85
-up	560376823	78
-down	560376854	85
-down	560376932	78
-up	560376963	67
-down	560377041	67
-up	560377259	84
-down	560377353	84
-up	560377384	73
-up	560377478	79
-up	560377556	78
-down	560377618	79
-down	560377618	73
-down	560377665	78
-up	560385574	32
-down	560385668	32
-up	560385917	82
-up	560386011	69
-down	560386058	82
-down	560386167	69
-up	560386323	80
-down	560386401	80
-up	560386448	82
-up	560386557	69
-down	560386588	82
-down	560386682	69
-up	560386885	83
-down	560386994	83
-up	560387165	69
-down	560387259	69
-up	560387743	78
-down	560387821	78
-up	560387914	84
-up	560388008	73
-down	560388008	84
-up	560388086	78
-down	560388133	73
-up	560388179	71
-down	560388211	78
-up	560388257	32
-down	560388273	71
-down	560388335	32
-up	560388476	84
-down	560388569	84
-up	560388616	72
-down	560388694	72
-up	560388757	69
-up	560388850	32
-down	560388897	69
-down	560388959	32
-up	560389162	68
-down	560389271	68
-up	560389615	73
-down	560389708	73
-up	560389708	83
-down	560389817	83
-up	560390005	67
-down	560390098	67
-up	560390816	82
-up	560390925	69
-down	560390941	82
-down	560391050	69
-up	560391128	80
-down	560391206	80
-up	560391221	69
-down	560391315	69
-up	560391424	78
-down	560391533	78
-up	560391861	67
-down	560391970	67
-up	560392142	89
-up	560392235	32
-down	560392235	89
-down	560392329	32
-up	560395964	32
-down	560396057	32
-up	560396229	66
-down	560396307	66
-up	560396650	69
-down	560396744	69
-up	560396915	84
-down	560397009	84
-up	560397212	87
-down	560397337	87
-up	560397430	69
-down	560397493	69
-up	560397586	69
-down	560397649	69
-up	560397820	32
-up	560397836	78
-down	560397898	32
-down	560397914	78
-up	560398163	8
-down	560398210	8
-up	560398304	8
-down	560398382	8
-up	560398538	78
-up	560398631	32
-down	560398631	78
-down	560398694	32
-up	560398803	84
-up	560398850	72
-down	560398881	84
-down	560398975	72
-up	560399037	69
-up	560399131	32
-down	560399162	69
-down	560399224	32
-up	560399255	77
-down	560399365	77
-up	560399489	79
-down	560399583	79
-up	560399583	68
-up	560399661	69
-down	560399723	68
-down	560399770	69
-up	560399786	76
-down	560399911	76
-up	560399989	32
-down	560400082	32
-up	560400254	65
-up	560400363	78
-down	560400363	65
-down	560400441	78
-up	560400519	68
-up	560400628	32
-down	560400644	68
-down	560400722	32
-up	560400847	73
-down	560400909	73
-up	560401502	8
-down	560401596	8
-up	560402438	84
-down	560402516	84
-up	560402532	72
-down	560402625	72
-up	560402734	69
-up	560402844	32
-down	560402859	69
-down	560402922	32
-up	560403015	73
-up	560403078	78
-down	560403156	73
-down	560403218	78
-up	560403546	80
-down	560403624	80
-up	560403920	85
-down	560403967	85
-up	560404014	84
-down	560404092	84
-up	560404591	190
-down	560404716	190
-up	560404809	32
-down	560404887	32
-up	560405184	161
-up	560405230	84
-down	560405340	161
-down	560405340	84
-up	560405464	72
-down	560405542	72
-up	560405714	69
-up	560405808	89
-down	560405823	69
-down	560405917	89
-up	560405995	32
-down	560406088	32
-up	560406510	79
-up	560406603	80
-down	560406666	79
-down	560406728	80
-up	560406993	84
-up	560407102	73
-down	560407102	84
-up	560407212	77
-down	560407227	73
-up	560407321	73
-down	560407336	77
-down	560407477	73
-up	560407602	90
-down	560407711	90
-up	560407882	69
-up	560407976	32
-down	560407992	69
-down	560408070	32
-up	560408413	84
-down	560408491	84
-up	560408522	72
-down	560408631	72
-up	560408662	69
-up	560408772	32
-down	560408787	69
-down	560408865	32
-up	560409021	67
-up	560409146	79
-down	560409146	67
-down	560409208	79
-up	560409349	83
-down	560409458	83
-up	560409630	84
-up	560409723	32
-down	560409739	84
-down	560409817	32
-up	560410144	70
-down	560410222	70
-up	560410300	85
-up	560410394	78
-down	560410441	85
-down	560410503	78
-up	560410503	67
-down	560410581	67
-up	560410768	84
-up	560410846	73
-down	560410846	84
-up	560410940	79
-up	560410987	78
-down	560411002	73
-down	560411034	79
-down	560411112	78
-up	560412375	8
-up	560412874	8
-up	560412906	8
-up	560412937	8
-up	560412968	8
-up	560412999	8
-up	560413030	8
-up	560413062	8
-up	560413108	8
-up	560413140	8
-up	560413171	8
-down	560413186	8
-up	560413327	8
-down	560413405	8
-up	560413514	8
-down	560413592	8
-up	560413904	77
-down	560414013	77
-up	560414107	79
-down	560414216	79
-up	560414481	68
-up	560414590	69
-down	560414622	68
-down	560414700	69
-up	560414731	76
-down	560414856	76
-up	560414996	32
-down	560415074	32
-up	560415573	66
-down	560415682	66
-up	560415870	89
-down	560415963	89
-up	560415994	32
-down	560416088	32
-up	560417835	77
-down	560417944	77
-up	560418147	73
-down	560418288	73
-up	560419426	78
-down	560419536	78
-up	560419582	73
-down	560419707	73
-up	560420846	8
-down	560420955	8
-up	560421049	8
-down	560421127	8
-up	560421220	8
-down	560421298	8
-up	560421408	8
-down	560421501	8
-up	560421844	8
-up	560422328	8
-up	560422375	8
-up	560422406	8
-up	560422437	8
-up	560422468	8
-up	560422500	8
-up	560422531	8
-up	560422562	8
-up	560422593	8
-up	560422624	8
-up	560422671	8
-up	560422702	8
-up	560422734	8
-up	560422765	8
-up	560422796	8
-up	560422827	8
-up	560422858	8
-up	560422890	8
-down	560422890	8
-up	560423046	8
-down	560423108	8
-up	560423217	8
-down	560423295	8
-up	560423373	8
